name,layer,wc_r,wc_g,wc_b,num_splines,total_verts,bbmin_x,bbmin_y,bbmax_x,bbmax_y,width,height,center_x,center_y,area_approx
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48594e+06,1.10413e+07,8.48594e+06,2.0,2.0,1.10413e+07,8.48594e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48596e+06,1.10413e+07,8.48596e+06,2.0,2.0,1.10413e+07,8.48596e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48598e+06,1.10413e+07,8.48598e+06,2.0,2.0,1.10413e+07,8.48598e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.486e+06,1.10413e+07,8.486e+06,2.0,2.0,1.10413e+07,8.486e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48601e+06,1.10413e+07,8.48602e+06,2.0,2.0,1.10413e+07,8.48601e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48603e+06,1.10413e+07,8.48603e+06,2.0,2.0,1.10413e+07,8.48603e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48605e+06,1.10413e+07,8.48605e+06,2.0,2.0,1.10413e+07,8.48605e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48607e+06,1.10413e+07,8.48607e+06,2.0,2.0,1.10413e+07,8.48607e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48608e+06,1.10413e+07,8.48609e+06,2.0,2.0,1.10413e+07,8.48609e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.4861e+06,1.10413e+07,8.4861e+06,2.0,2.0,1.10413e+07,8.4861e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48616e+06,1.10413e+07,8.48616e+06,2.0,2.0,1.10413e+07,8.48616e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48618e+06,1.10413e+07,8.48618e+06,2.0,2.0,1.10413e+07,8.48618e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48619e+06,1.10413e+07,8.4862e+06,2.0,2.0,1.10413e+07,8.48619e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48621e+06,1.10413e+07,8.48621e+06,2.0,2.0,1.10413e+07,8.48621e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48623e+06,1.10413e+07,8.48623e+06,2.0,2.0,1.10413e+07,8.48623e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48625e+06,1.10413e+07,8.48625e+06,2.0,2.0,1.10413e+07,8.48625e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48626e+06,1.10413e+07,8.48627e+06,2.0,2.0,1.10413e+07,8.48627e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48628e+06,1.10413e+07,8.48628e+06,2.0,2.0,1.10413e+07,8.48628e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.4863e+06,1.10413e+07,8.4863e+06,2.0,2.0,1.10413e+07,8.4863e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48632e+06,1.10413e+07,8.48632e+06,2.0,2.0,1.10413e+07,8.48632e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48634e+06,1.10413e+07,8.48634e+06,2.0,2.0,1.10413e+07,8.48634e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48636e+06,1.10413e+07,8.48636e+06,2.0,2.0,1.10413e+07,8.48636e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48637e+06,1.10413e+07,8.48638e+06,2.0,2.0,1.10413e+07,8.48637e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48639e+06,1.10413e+07,8.48639e+06,2.0,2.0,1.10413e+07,8.48639e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48641e+06,1.10413e+07,8.48641e+06,2.0,2.0,1.10413e+07,8.48641e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48643e+06,1.10413e+07,8.48643e+06,2.0,2.0,1.10413e+07,8.48643e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48644e+06,1.10413e+07,8.48645e+06,2.0,2.0,1.10413e+07,8.48645e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48646e+06,1.10413e+07,8.48646e+06,2.0,2.0,1.10413e+07,8.48646e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48648e+06,1.10413e+07,8.48648e+06,2.0,2.0,1.10413e+07,8.48648e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.4865e+06,1.10413e+07,8.4865e+06,2.0,2.0,1.10413e+07,8.4865e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48652e+06,1.10413e+07,8.48652e+06,2.0,2.0,1.10413e+07,8.48652e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48657e+06,1.10413e+07,8.48657e+06,2.0,2.0,1.10413e+07,8.48657e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48659e+06,1.10413e+07,8.48659e+06,2.0,2.0,1.10413e+07,8.48659e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48661e+06,1.10413e+07,8.48661e+06,2.0,2.0,1.10413e+07,8.48661e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48663e+06,1.10413e+07,8.48663e+06,2.0,2.0,1.10413e+07,8.48663e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48664e+06,1.10413e+07,8.48665e+06,2.0,2.0,1.10413e+07,8.48664e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48666e+06,1.10413e+07,8.48666e+06,2.0,2.0,1.10413e+07,8.48666e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48668e+06,1.10413e+07,8.48668e+06,2.0,2.0,1.10413e+07,8.48668e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.4867e+06,1.10413e+07,8.4867e+06,2.0,2.0,1.10413e+07,8.4867e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48672e+06,1.10413e+07,8.48672e+06,2.0,2.0,1.10413e+07,8.48672e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48673e+06,1.10413e+07,8.48674e+06,2.0,2.0,1.10413e+07,8.48673e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48675e+06,1.10413e+07,8.48675e+06,2.0,2.0,1.10413e+07,8.48675e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48677e+06,1.10413e+07,8.48677e+06,2.0,2.0,1.10413e+07,8.48677e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48683e+06,1.10413e+07,8.48683e+06,2.0,2.0,1.10413e+07,8.48683e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48685e+06,1.10413e+07,8.48685e+06,2.0,2.0,1.10413e+07,8.48685e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48686e+06,1.10413e+07,8.48687e+06,2.0,2.0,1.10413e+07,8.48687e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48688e+06,1.10413e+07,8.48688e+06,2.0,2.0,1.10413e+07,8.48688e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.4869e+06,1.10413e+07,8.4869e+06,2.0,2.0,1.10413e+07,8.4869e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48692e+06,1.10413e+07,8.48692e+06,2.0,2.0,1.10413e+07,8.48692e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48694e+06,1.10413e+07,8.48694e+06,2.0,2.0,1.10413e+07,8.48694e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48696e+06,1.10413e+07,8.48696e+06,2.0,2.0,1.10413e+07,8.48696e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48697e+06,1.10413e+07,8.48698e+06,2.0,2.0,1.10413e+07,8.48697e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48699e+06,1.10413e+07,8.48699e+06,2.0,2.0,1.10413e+07,8.48699e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48701e+06,1.10413e+07,8.48701e+06,2.0,2.0,1.10413e+07,8.48701e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48703e+06,1.10413e+07,8.48703e+06,2.0,2.0,1.10413e+07,8.48703e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48704e+06,1.10413e+07,8.48705e+06,2.0,2.0,1.10413e+07,8.48704e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.4871e+06,1.10413e+07,8.4871e+06,2.0,2.0,1.10413e+07,8.4871e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48712e+06,1.10413e+07,8.48712e+06,2.0,2.0,1.10413e+07,8.48712e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48714e+06,1.10413e+07,8.48714e+06,2.0,2.0,1.10413e+07,8.48714e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48754e+06,1.10413e+07,8.48754e+06,2.0,2.0,1.10413e+07,8.48754e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48755e+06,1.10413e+07,8.48756e+06,2.0,2.0,1.10413e+07,8.48755e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48757e+06,1.10413e+07,8.48757e+06,2.0,2.0,1.10413e+07,8.48757e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48763e+06,1.10413e+07,8.48763e+06,2.0,2.0,1.10413e+07,8.48763e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48765e+06,1.10413e+07,8.48765e+06,2.0,2.0,1.10413e+07,8.48765e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48766e+06,1.10413e+07,8.48767e+06,2.0,2.0,1.10413e+07,8.48767e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48768e+06,1.10413e+07,8.48768e+06,2.0,2.0,1.10413e+07,8.48768e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.4877e+06,1.10413e+07,8.4877e+06,2.0,2.0,1.10413e+07,8.4877e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48772e+06,1.10413e+07,8.48772e+06,2.0,2.0,1.10413e+07,8.48772e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48774e+06,1.10413e+07,8.48774e+06,2.0,2.0,1.10413e+07,8.48774e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48775e+06,1.10413e+07,8.48776e+06,2.0,2.0,1.10413e+07,8.48776e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48777e+06,1.10413e+07,8.48777e+06,2.0,2.0,1.10413e+07,8.48777e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48779e+06,1.10413e+07,8.48779e+06,2.0,2.0,1.10413e+07,8.48779e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48781e+06,1.10413e+07,8.48781e+06,2.0,2.0,1.10413e+07,8.48781e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48783e+06,1.10413e+07,8.48783e+06,2.0,2.0,1.10413e+07,8.48783e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48784e+06,1.10413e+07,8.48785e+06,2.0,2.0,1.10413e+07,8.48784e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48786e+06,1.10413e+07,8.48786e+06,2.0,2.0,1.10413e+07,8.48786e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48788e+06,1.10413e+07,8.48788e+06,2.0,2.0,1.10413e+07,8.48788e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.4879e+06,1.10413e+07,8.4879e+06,2.0,2.0,1.10413e+07,8.4879e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48792e+06,1.10413e+07,8.48792e+06,2.0,2.0,1.10413e+07,8.48792e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48793e+06,1.10413e+07,8.48794e+06,2.0,2.0,1.10413e+07,8.48793e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48795e+06,1.10413e+07,8.48795e+06,2.0,2.0,1.10413e+07,8.48795e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48797e+06,1.10413e+07,8.48797e+06,2.0,2.0,1.10413e+07,8.48797e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48799e+06,1.10413e+07,8.48799e+06,2.0,2.0,1.10413e+07,8.48799e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48805e+06,1.10413e+07,8.48805e+06,2.0,2.0,1.10413e+07,8.48805e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48807e+06,1.10413e+07,8.48807e+06,2.0,2.0,1.10413e+07,8.48807e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48808e+06,1.10413e+07,8.48809e+06,2.0,2.0,1.10413e+07,8.48808e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.4881e+06,1.10413e+07,8.4881e+06,2.0,2.0,1.10413e+07,8.4881e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48812e+06,1.10413e+07,8.48812e+06,2.0,2.0,1.10413e+07,8.48812e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48814e+06,1.10413e+07,8.48814e+06,2.0,2.0,1.10413e+07,8.48814e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48816e+06,1.10413e+07,8.48816e+06,2.0,2.0,1.10413e+07,8.48816e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48817e+06,1.10413e+07,8.48818e+06,2.0,2.0,1.10413e+07,8.48818e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48819e+06,1.10413e+07,8.48819e+06,2.0,2.0,1.10413e+07,8.48819e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48821e+06,1.10413e+07,8.48821e+06,2.0,2.0,1.10413e+07,8.48821e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48823e+06,1.10413e+07,8.48823e+06,2.0,2.0,1.10413e+07,8.48823e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48824e+06,1.10413e+07,8.48825e+06,2.0,2.0,1.10413e+07,8.48825e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48831e+06,1.10413e+07,8.48831e+06,2.0,2.0,1.10413e+07,8.48831e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48832e+06,1.10413e+07,8.48833e+06,2.0,2.0,1.10413e+07,8.48833e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48834e+06,1.10413e+07,8.48834e+06,2.0,2.0,1.10413e+07,8.48834e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48836e+06,1.10413e+07,8.48836e+06,2.0,2.0,1.10413e+07,8.48836e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48838e+06,1.10413e+07,8.48838e+06,2.0,2.0,1.10413e+07,8.48838e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.4884e+06,1.10413e+07,8.4884e+06,2.0,2.0,1.10413e+07,8.4884e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48841e+06,1.10413e+07,8.48842e+06,2.0,2.0,1.10413e+07,8.48842e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48843e+06,1.10413e+07,8.48843e+06,2.0,2.0,1.10413e+07,8.48843e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48845e+06,1.10413e+07,8.48845e+06,2.0,2.0,1.10413e+07,8.48845e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48847e+06,1.10413e+07,8.48847e+06,2.0,2.0,1.10413e+07,8.48847e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48849e+06,1.10413e+07,8.48849e+06,2.0,2.0,1.10413e+07,8.48849e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.4885e+06,1.10413e+07,8.4885e+06,2.0,2.0,1.10413e+07,8.4885e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48856e+06,1.10413e+07,8.48856e+06,2.0,2.0,1.10413e+07,8.48856e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48858e+06,1.10413e+07,8.48858e+06,2.0,2.0,1.10413e+07,8.48858e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.4886e+06,1.10413e+07,8.4886e+06,2.0,2.0,1.10413e+07,8.4886e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48862e+06,1.10413e+07,8.48862e+06,2.0,2.0,1.10413e+07,8.48862e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48863e+06,1.10413e+07,8.48864e+06,2.0,2.0,1.10413e+07,8.48864e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48865e+06,1.10413e+07,8.48865e+06,2.0,2.0,1.10413e+07,8.48865e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48867e+06,1.10413e+07,8.48867e+06,2.0,2.0,1.10413e+07,8.48867e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48869e+06,1.10413e+07,8.48869e+06,2.0,2.0,1.10413e+07,8.48869e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48871e+06,1.10413e+07,8.48871e+06,2.0,2.0,1.10413e+07,8.48871e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48872e+06,1.10413e+07,8.48873e+06,2.0,2.0,1.10413e+07,8.48872e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48874e+06,1.10413e+07,8.48874e+06,2.0,2.0,1.10413e+07,8.48874e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48876e+06,1.10413e+07,8.48876e+06,2.0,2.0,1.10413e+07,8.48876e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48878e+06,1.10413e+07,8.48878e+06,2.0,2.0,1.10413e+07,8.48878e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48884e+06,1.10413e+07,8.48884e+06,2.0,2.0,1.10413e+07,8.48884e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48886e+06,1.10413e+07,8.48886e+06,2.0,2.0,1.10413e+07,8.48886e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10413e+07,8.48887e+06,1.10413e+07,8.48888e+06,2.0,2.0,1.10413e+07,8.48887e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48912e+06,1.10414e+07,8.48912e+06,2.0,2.0,1.10414e+07,8.48912e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48913e+06,1.10414e+07,8.48914e+06,2.0,2.0,1.10414e+07,8.48914e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48919e+06,1.10414e+07,8.4892e+06,2.0,2.0,1.10414e+07,8.48919e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48921e+06,1.10414e+07,8.48921e+06,2.0,2.0,1.10414e+07,8.48921e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48923e+06,1.10414e+07,8.48923e+06,2.0,2.0,1.10414e+07,8.48923e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48925e+06,1.10414e+07,8.48925e+06,2.0,2.0,1.10414e+07,8.48925e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48926e+06,1.10414e+07,8.48927e+06,2.0,2.0,1.10414e+07,8.48927e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48928e+06,1.10414e+07,8.48928e+06,2.0,2.0,1.10414e+07,8.48928e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.4893e+06,1.10414e+07,8.4893e+06,2.0,2.0,1.10414e+07,8.4893e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48932e+06,1.10414e+07,8.48932e+06,2.0,2.0,1.10414e+07,8.48932e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48934e+06,1.10414e+07,8.48934e+06,2.0,2.0,1.10414e+07,8.48934e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48935e+06,1.10414e+07,8.48936e+06,2.0,2.0,1.10414e+07,8.48936e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48937e+06,1.10414e+07,8.48937e+06,2.0,2.0,1.10414e+07,8.48937e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48939e+06,1.10414e+07,8.48939e+06,2.0,2.0,1.10414e+07,8.48939e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48941e+06,1.10414e+07,8.48941e+06,2.0,2.0,1.10414e+07,8.48941e+06,4.0
Layer:LK-SHRB-TRNK,LK-SHRB-TRNK,0,255,0,2,10,1.10414e+07,8.48947e+06,1.10414e+07,8.48947e+06,2.0,2.0,1.10414e+07,8.48947e+06,4.0
