name,layer,wc_r,wc_g,wc_b,num_splines,total_verts,bbmin_x,bbmin_y,bbmax_x,bbmax_y,width,height,center_x,center_y,area_approx
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.48956e+06,1.10422e+07,8.48959e+06,24.0,24.0,1.10422e+07,8.48958e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.48956e+06,1.10423e+07,8.48959e+06,24.0,24.0,1.10423e+07,8.48958e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.49086e+06,1.10422e+07,8.49088e+06,24.0,24.0,1.10422e+07,8.49087e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.49087e+06,1.10422e+07,8.4909e+06,24.0,24.0,1.10422e+07,8.49089e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.49089e+06,1.10422e+07,8.49092e+06,24.0,24.0,1.10422e+07,8.4909e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.49089e+06,1.10422e+07,8.49092e+06,24.0,24.0,1.10422e+07,8.4909e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.49089e+06,1.10422e+07,8.49092e+06,24.0,24.0,1.10422e+07,8.4909e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.49089e+06,1.10422e+07,8.49092e+06,24.0,24.0,1.10421e+07,8.4909e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.49089e+06,1.10421e+07,8.49092e+06,24.0,24.0,1.10421e+07,8.4909e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.49087e+06,1.10421e+07,8.4909e+06,24.0,24.0,1.10421e+07,8.49088e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.49085e+06,1.10421e+07,8.49087e+06,24.0,24.0,1.10421e+07,8.49086e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10424e+07,8.49094e+06,1.10424e+07,8.49097e+06,24.0,24.0,1.10424e+07,8.49095e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10424e+07,8.49094e+06,1.10424e+07,8.49097e+06,24.0,24.0,1.10424e+07,8.49095e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10424e+07,8.49094e+06,1.10424e+07,8.49097e+06,24.0,24.0,1.10424e+07,8.49095e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10424e+07,8.49094e+06,1.10424e+07,8.49097e+06,24.0,24.0,1.10424e+07,8.49095e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10423e+07,8.49094e+06,1.10424e+07,8.49097e+06,24.0,24.0,1.10423e+07,8.49095e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10423e+07,8.49094e+06,1.10423e+07,8.49096e+06,24.0,24.0,1.10423e+07,8.49095e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10423e+07,8.49094e+06,1.10423e+07,8.49097e+06,24.0,24.0,1.10423e+07,8.49095e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.4905e+06,1.10422e+07,8.49052e+06,24.0,24.0,1.10422e+07,8.49051e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.4905e+06,1.10422e+07,8.49052e+06,24.0,24.0,1.10422e+07,8.49051e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.4905e+06,1.10422e+07,8.49052e+06,24.0,24.0,1.10422e+07,8.49051e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.49047e+06,1.10422e+07,8.4905e+06,24.0,24.0,1.10422e+07,8.49048e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.49045e+06,1.10422e+07,8.49047e+06,24.0,24.0,1.10422e+07,8.49046e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.49043e+06,1.10422e+07,8.49045e+06,24.0,24.0,1.10422e+07,8.49044e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.4904e+06,1.10422e+07,8.49043e+06,24.0,24.0,1.10422e+07,8.49042e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.49038e+06,1.10422e+07,8.4904e+06,24.0,24.0,1.10422e+07,8.49039e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.49036e+06,1.10422e+07,8.49038e+06,24.0,24.0,1.10422e+07,8.49037e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.49036e+06,1.10422e+07,8.49038e+06,24.0,24.0,1.10422e+07,8.49037e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.49036e+06,1.10423e+07,8.49038e+06,24.0,24.0,1.10423e+07,8.49037e+06,576.0
Layer:x-RL TH7-LP Block$0$LP-SHAR-BRDR-CONT,x-RL TH7-LP Block$0$LP-SHAR-BRDR-CONT,186,186,186,24,113,1.10413e+07,8.48535e+06,1.10424e+07,8.48706e+06,1007.0,1708.0,1.10418e+07,8.48621e+06,1.71996e+06
Layer:x-RL TH7-LP Block$0$LK-TREE-TRNK,x-RL TH7-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10414e+07,8.48671e+06,1.10414e+07,8.48673e+06,10.0,14.0,1.10414e+07,8.48672e+06,140.0
Layer:x-RL TH7-LP Block$0$L-002,x-RL TH7-LP Block$0$L-002,186,186,186,8,44,1.10411e+07,8.48515e+06,1.10415e+07,8.48678e+06,392.0,1628.0,1.10413e+07,8.48596e+06,638176.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10414e+07,8.48541e+06,1.10414e+07,8.48542e+06,2.0,2.0,1.10414e+07,8.48541e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-TREE-TRNK,x-RL TH7-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10414e+07,8.48548e+06,1.10414e+07,8.4855e+06,22.0,22.0,1.10414e+07,8.48549e+06,484.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10414e+07,8.48699e+06,1.10414e+07,8.487e+06,2.0,2.0,1.10414e+07,8.487e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-TREE-TRNK,x-RL TH7-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10414e+07,8.4869e+06,1.10414e+07,8.48693e+06,22.0,22.0,1.10414e+07,8.48692e+06,484.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,6,30,1.10414e+07,8.48665e+06,1.10414e+07,8.48666e+06,10.0,10.0,1.10414e+07,8.48666e+06,100.0
Layer:x-RL TH7-LP Block$0$LK-TREE-TRNK,x-RL TH7-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10414e+07,8.48642e+06,1.10414e+07,8.48643e+06,10.0,14.0,1.10414e+07,8.48643e+06,140.0
Layer:x-RL TH7-LP Block$0$LK-TREE-TRNK,x-RL TH7-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10414e+07,8.486e+06,1.10414e+07,8.48602e+06,10.0,14.0,1.10414e+07,8.48601e+06,140.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,6,30,1.10414e+07,8.48568e+06,1.10414e+07,8.48569e+06,10.0,10.0,1.10414e+07,8.48568e+06,100.0
Layer:x-RL TH7-LP Block$0$LK-TREE-TRNK,x-RL TH7-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10414e+07,8.48576e+06,1.10414e+07,8.48577e+06,10.0,14.0,1.10414e+07,8.48577e+06,140.0
Layer:x-RL TH7-LP Block$0$LK-TREE-TRNK,x-RL TH7-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10414e+07,8.48628e+06,1.10414e+07,8.48629e+06,10.0,14.0,1.10414e+07,8.48629e+06,140.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10414e+07,8.48621e+06,1.10414e+07,8.48621e+06,6.0,6.0,1.10414e+07,8.48621e+06,36.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48539e+06,1.10421e+07,8.48542e+06,24.0,24.0,1.10421e+07,8.48541e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10423e+07,8.48529e+06,1.10424e+07,8.48532e+06,24.0,24.0,1.10423e+07,8.48531e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10423e+07,8.48711e+06,1.10423e+07,8.48713e+06,24.0,24.0,1.10423e+07,8.48712e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10422e+07,8.48634e+06,1.10422e+07,8.48634e+06,2.0,2.0,1.10422e+07,8.48634e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48555e+06,1.10423e+07,8.48555e+06,2.0,2.0,1.10423e+07,8.48555e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10422e+07,8.48634e+06,1.10422e+07,8.48634e+06,2.0,2.0,1.10422e+07,8.48634e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10422e+07,8.48634e+06,1.10422e+07,8.48634e+06,2.0,2.0,1.10422e+07,8.48634e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48634e+06,1.10423e+07,8.48634e+06,2.0,2.0,1.10423e+07,8.48634e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48634e+06,1.10423e+07,8.48635e+06,2.0,2.0,1.10423e+07,8.48634e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48634e+06,1.10423e+07,8.48635e+06,2.0,2.0,1.10423e+07,8.48634e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48634e+06,1.10423e+07,8.48635e+06,2.0,2.0,1.10423e+07,8.48634e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48555e+06,1.10423e+07,8.48555e+06,2.0,2.0,1.10423e+07,8.48555e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48555e+06,1.10423e+07,8.48555e+06,2.0,2.0,1.10423e+07,8.48555e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48555e+06,1.10423e+07,8.48555e+06,2.0,2.0,1.10423e+07,8.48555e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48588e+06,1.10421e+07,8.4859e+06,24.0,24.0,1.10421e+07,8.48589e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.487e+06,1.10421e+07,8.48703e+06,24.0,24.0,1.10421e+07,8.48702e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10422e+07,8.48687e+06,1.10422e+07,8.48687e+06,2.0,2.0,1.10422e+07,8.48687e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48687e+06,1.10423e+07,8.48687e+06,2.0,2.0,1.10423e+07,8.48687e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48687e+06,1.10423e+07,8.48687e+06,2.0,2.0,1.10423e+07,8.48687e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48687e+06,1.10423e+07,8.48688e+06,2.0,2.0,1.10423e+07,8.48687e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10421e+07,8.48615e+06,1.10421e+07,8.48615e+06,2.0,2.0,1.10421e+07,8.48615e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10421e+07,8.48613e+06,1.10421e+07,8.48613e+06,2.0,2.0,1.10421e+07,8.48613e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10421e+07,8.4861e+06,1.10421e+07,8.4861e+06,2.0,2.0,1.10421e+07,8.4861e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48609e+06,1.10423e+07,8.48609e+06,2.0,2.0,1.10423e+07,8.48609e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48609e+06,1.10423e+07,8.48609e+06,2.0,2.0,1.10423e+07,8.48609e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48609e+06,1.10423e+07,8.48609e+06,2.0,2.0,1.10423e+07,8.48609e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10423e+07,8.48609e+06,1.10423e+07,8.48609e+06,2.0,2.0,1.10423e+07,8.48609e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10422e+07,8.48609e+06,1.10422e+07,8.48609e+06,2.0,2.0,1.10422e+07,8.48609e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10422e+07,8.48634e+06,1.10422e+07,8.48634e+06,2.0,2.0,1.10422e+07,8.48634e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-TRNK,x-RL TH7-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10422e+07,8.48634e+06,1.10422e+07,8.48634e+06,2.0,2.0,1.10422e+07,8.48634e+06,4.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48666e+06,1.10421e+07,8.48669e+06,24.0,24.0,1.10421e+07,8.48668e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48653e+06,1.10421e+07,8.48655e+06,24.0,24.0,1.10421e+07,8.48654e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10423e+07,8.4853e+06,1.10423e+07,8.48532e+06,24.0,24.0,1.10423e+07,8.48531e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10423e+07,8.48529e+06,1.10423e+07,8.48532e+06,24.0,24.0,1.10423e+07,8.48531e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10423e+07,8.48529e+06,1.10423e+07,8.48532e+06,24.0,24.0,1.10423e+07,8.48531e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.48529e+06,1.10423e+07,8.48532e+06,24.0,24.0,1.10422e+07,8.48531e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.48529e+06,1.10422e+07,8.48532e+06,24.0,24.0,1.10422e+07,8.48531e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.48529e+06,1.10422e+07,8.48532e+06,24.0,24.0,1.10422e+07,8.4853e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10422e+07,8.48529e+06,1.10422e+07,8.48532e+06,24.0,24.0,1.10422e+07,8.48531e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48538e+06,1.10421e+07,8.4854e+06,24.0,24.0,1.10421e+07,8.48539e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48536e+06,1.10421e+07,8.48538e+06,24.0,24.0,1.10421e+07,8.48537e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48534e+06,1.10421e+07,8.48536e+06,24.0,24.0,1.10421e+07,8.48535e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48534e+06,1.10421e+07,8.48536e+06,24.0,24.0,1.10421e+07,8.48535e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.1042e+07,8.48534e+06,1.10421e+07,8.48536e+06,24.0,24.0,1.10421e+07,8.48535e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.1042e+07,8.48534e+06,1.1042e+07,8.48536e+06,24.0,24.0,1.1042e+07,8.48535e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.1042e+07,8.48534e+06,1.1042e+07,8.48536e+06,24.0,24.0,1.1042e+07,8.48535e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.1042e+07,8.48536e+06,1.1042e+07,8.48538e+06,24.0,24.0,1.1042e+07,8.48537e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.1042e+07,8.48538e+06,1.1042e+07,8.4854e+06,24.0,24.0,1.1042e+07,8.48539e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48588e+06,1.10421e+07,8.4859e+06,24.0,24.0,1.10421e+07,8.48589e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48587e+06,1.10421e+07,8.4859e+06,24.0,24.0,1.10421e+07,8.48589e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48585e+06,1.10421e+07,8.48588e+06,24.0,24.0,1.10421e+07,8.48586e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48583e+06,1.10421e+07,8.48585e+06,24.0,24.0,1.10421e+07,8.48584e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.4858e+06,1.10421e+07,8.48583e+06,24.0,24.0,1.10421e+07,8.48582e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48578e+06,1.10421e+07,8.4858e+06,24.0,24.0,1.10421e+07,8.48579e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48576e+06,1.10421e+07,8.48578e+06,24.0,24.0,1.10421e+07,8.48577e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48573e+06,1.10421e+07,8.48576e+06,24.0,24.0,1.10421e+07,8.48574e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48573e+06,1.10421e+07,8.48576e+06,24.0,24.0,1.10421e+07,8.48574e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48573e+06,1.10421e+07,8.48576e+06,24.0,24.0,1.10421e+07,8.48574e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48702e+06,1.10421e+07,8.48705e+06,24.0,24.0,1.10421e+07,8.48704e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48704e+06,1.10421e+07,8.48707e+06,24.0,24.0,1.10421e+07,8.48705e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48706e+06,1.10421e+07,8.48708e+06,24.0,24.0,1.10421e+07,8.48707e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.10421e+07,8.48706e+06,1.10421e+07,8.48708e+06,24.0,24.0,1.10421e+07,8.48707e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.1042e+07,8.48706e+06,1.10421e+07,8.48708e+06,24.0,24.0,1.1042e+07,8.48707e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.1042e+07,8.48706e+06,1.1042e+07,8.48708e+06,24.0,24.0,1.1042e+07,8.48707e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.1042e+07,8.48706e+06,1.1042e+07,8.48708e+06,24.0,24.0,1.1042e+07,8.48707e+06,576.0
Layer:x-RL TH7-LP Block$0$LK-SHRB-035M,x-RL TH7-LP Block$0$LK-SHRB-035M,186,186,186,1,98,1.1042e+07,8.48704e+06,1.1042e+07,8.48706e+06,24.0,24.0,1.1042e+07,8.48705e+06,576.0
