name,class,layer,wirecolor,x,y,z,isGroupHead
Block:Site Plan,LinkComposite,-u-site-xref,(color 255 255 255),0.0,0.0,0.0,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.1047e+07,8.48781e+06,0.798822,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10471e+07,8.48794e+06,0.0,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10472e+07,8.48788e+06,0.0,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10471e+07,8.48781e+06,0.0,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10471e+07,8.48787e+06,0.0,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10449e+07,8.4849e+06,4.49311e-05,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10449e+07,8.4849e+06,4.49311e-05,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.1045e+07,8.48482e+06,3.44017e-05,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10449e+07,8.48482e+06,3.44017e-05,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10518e+07,8.48715e+06,-0.00111028,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10518e+07,8.48709e+06,-0.00111028,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10517e+07,8.48702e+06,-0.00111029,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10517e+07,8.48708e+06,-0.00111029,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10444e+07,8.4889e+06,-2.84096e-07,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10444e+07,8.48884e+06,-2.84096e-07,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10443e+07,8.48883e+06,-2.9013e-07,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10443e+07,8.48889e+06,-2.9013e-07,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10484e+07,8.48994e+06,0.0,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10485e+07,8.48995e+06,0.0,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10485e+07,8.48988e+06,0.0,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10485e+07,8.48988e+06,0.0,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.1043e+07,8.48991e+06,0.0,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10431e+07,8.48991e+06,0.0,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10431e+07,8.48985e+06,0.0,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10431e+07,8.48984e+06,0.0,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10517e+07,8.48702e+06,0.0,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10517e+07,8.48708e+06,0.0,false
Layer:Site Plan$0$SP-PAVERS-BANDS,SplineShape,Site Plan$0$SP-PAVERS-BANDS,(color 118 118 118),1.10471e+07,8.4874e+06,0.00048282,false
Block:Site Plan$0$_Details_TH7_wall,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10414e+07,8.48713e+06,-2.38122e-07,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10414e+07,8.48621e+06,0.0,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10413e+07,8.4862e+06,-2.38188e-07,false
Block:Site Plan$0$_Details_TH6_wall,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10446e+07,8.491e+06,5.57805e-06,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10454e+07,8.49105e+06,3.36645e-06,false
Block:Site Plan$0$_Details_Kneewall&GATE,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10462e+07,8.49114e+06,1.3658e-06,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10461e+07,8.49114e+06,2.06518e-06,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10461e+07,8.49112e+06,3.46394e-06,false
Block:Site Plan$0$_Details_Kneewall&GATE,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10459e+07,8.49114e+06,1.3658e-06,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10459e+07,8.49113e+06,2.06518e-06,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10459e+07,8.49112e+06,3.46394e-06,false
Block:Site Plan$0$_Details_Kneewall&GATE,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10456e+07,8.49114e+06,1.3658e-06,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10456e+07,8.49113e+06,2.06518e-06,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10456e+07,8.49112e+06,3.46394e-06,false
Block:Site Plan$0$_Details_Kneewall&GATE,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10452e+07,8.49114e+06,1.3658e-06,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10452e+07,8.49113e+06,1.3658e-06,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10452e+07,8.49111e+06,1.3658e-06,false
Block:Site Plan$0$_Details_Kneewall&GATE,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10449e+07,8.49114e+06,1.3658e-06,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10449e+07,8.49113e+06,1.3658e-06,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10449e+07,8.49111e+06,1.3658e-06,false
Block:Site Plan$0$_Details_Kneewall&GATE,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10446e+07,8.49113e+06,1.3658e-06,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10447e+07,8.49113e+06,1.3658e-06,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10447e+07,8.49111e+06,1.3658e-06,false
Block:Site Plan$0$_Details_TH5_wall,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10414e+07,8.48887e+06,0.0,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10414e+07,8.4882e+06,0.0,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10413e+07,8.4882e+06,0.0,false
Block:Site Plan$0$_Details_TH5_wall,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10444e+07,8.491e+06,2.39661e-06,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10437e+07,8.49104e+06,2.39661e-06,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10437e+07,8.4911e+06,2.39661e-06,false
Block:Site Plan$0$_Details_TH5_wall,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10491e+07,8.49103e+06,9.36944e-07,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10485e+07,8.49108e+06,9.36944e-07,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10485e+07,8.49114e+06,9.36944e-07,false
Block:Site Plan$0$_Details_TH7_wall,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10415e+07,8.49097e+06,-2.38122e-07,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10415e+07,8.49004e+06,0.0,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10414e+07,8.49004e+06,-2.38188e-07,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10476e+07,8.48759e+06,-0.0883239,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10477e+07,8.48759e+06,-0.089756,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10477e+07,8.48744e+06,-0.0913064,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10477e+07,8.48744e+06,-0.089874,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10426e+07,8.4855e+06,-0.00111025,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10426e+07,8.48544e+06,-0.00111026,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10425e+07,8.48537e+06,-0.00111026,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10425e+07,8.48543e+06,-0.00111026,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10425e+07,8.48537e+06,-1.88029e-07,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10425e+07,8.48543e+06,-1.88029e-07,false
Block:Site Plan$0$_Details_TH8_wall,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10528e+07,8.48832e+06,-0.00121265,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10529e+07,8.48938e+06,-0.00119215,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10529e+07,8.48938e+06,-0.00121272,false
Block:Site Plan$0$A$C8793d83c,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10529e+07,8.48702e+06,-3.35475e-05,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10529e+07,8.48755e+06,0.000218223,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.1053e+07,8.48755e+06,0.000218223,false
Block:Site Plan$0$_Details_TH6_wall,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10528e+07,8.48678e+06,4.65929e-06,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10529e+07,8.48598e+06,2.44769e-06,false
Block:Site Plan$0$_Details_Kneewall&GATE,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.1053e+07,8.48522e+06,4.47042e-07,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.1053e+07,8.48524e+06,1.14642e-06,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.1053e+07,8.48524e+06,2.54519e-06,false
Block:Site Plan$0$_Details_Kneewall&GATE,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.1053e+07,8.4855e+06,4.47041e-07,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.1053e+07,8.48552e+06,1.14642e-06,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.1053e+07,8.48552e+06,2.54519e-06,false
Block:Site Plan$0$_Details_Kneewall&GATE,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.1053e+07,8.48576e+06,4.47041e-07,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.1053e+07,8.48578e+06,1.14642e-06,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.1053e+07,8.48578e+06,2.54519e-06,false
Block:Site Plan$0$_Details_Kneewall&GATE,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.1053e+07,8.4862e+06,4.4704e-07,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.1053e+07,8.48619e+06,4.4704e-07,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.1053e+07,8.48619e+06,4.4704e-07,false
Block:Site Plan$0$_Details_Kneewall&GATE,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.1053e+07,8.48646e+06,4.4704e-07,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.1053e+07,8.48644e+06,4.4704e-07,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.1053e+07,8.48644e+06,4.4704e-07,false
Block:Site Plan$0$_Details_Kneewall&GATE,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.1053e+07,8.48674e+06,4.47042e-07,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.1053e+07,8.48672e+06,4.47042e-07,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.1053e+07,8.48672e+06,4.47041e-07,false
Block:Site Plan$0$_Details_TH7_wall,LinkComposite,Site Plan$0$-u-site-wall,(color 0 255 255),1.10512e+07,8.49104e+06,6.98822e-07,false
Layer:Site Plan$0$-u-site-wall,SplineShape,Site Plan$0$-u-site-wall,(color 0 255 255),1.10503e+07,8.49109e+06,8.17813e-07,false
Layer:Site Plan$0$-u-site-fence,SplineShape,Site Plan$0$-u-site-fence,(color 0 255 255),1.10503e+07,8.49114e+06,6.98755e-07,false
Layer:Site Plan$0$-u-site-parking_overhang,SplineShape,Site Plan$0$-u-site-parking_overhang,(color 152 152 152),1.10471e+07,8.48732e+06,0.244764,false
Block:Site Plan$0$A$C54fb410d-flat-1-flat-1,LinkComposite,Site Plan$0$-u-site-amenities,(color 0 255 255),1.10428e+07,8.48787e+06,0.0,false
Layer:Site Plan$0$-u-site-amenities,SplineShape,Site Plan$0$-u-site-amenities,(color 0 255 255),1.10428e+07,8.48797e+06,0.0236325,false
Layer:Site Plan$0$-u-site-edge_of_pavement,SplineShape,Site Plan$0$-u-site-edge_of_pavement,(color 255 0 255),1.10424e+07,8.48858e+06,0.0,false
Layer:Site Plan$0$SP-SIDEWALK,SplineShape,Site Plan$0$SP-SIDEWALK,(color 255 255 0),1.10471e+07,8.48782e+06,0.767727,false
Block:Site Plan$0$A$C54fb410d-flat-1-flat-1,LinkComposite,Site Plan$0$-u-site-amenities,(color 0 255 255),1.10513e+07,8.48822e+06,0.0,false
Layer:Site Plan$0$-u-site-amenities,SplineShape,Site Plan$0$-u-site-amenities,(color 0 255 255),1.10514e+07,8.48821e+06,0.0236384,false
Layer:Site Plan$0$SP-SIGNAGE,SplineShape,Site Plan$0$SP-SIGNAGE,(color 0 255 255),1.10466e+07,8.48787e+06,0.00373338,false
Layer:Site Plan$0$SP-PAVEMENT MARKINGS,SplineShape,Site Plan$0$SP-PAVEMENT MARKINGS,(color 152 152 152),1.10466e+07,8.48798e+06,-0.00362093,false
Layer:Site Plan$0$SP-SIGNS,SplineShape,Site Plan$0$SP-SIGNS,(color 0 255 255),1.1051e+07,8.4879e+06,0.0575392,false
Layer:Site Plan$0$SP-BOLLARDS,SplineShape,Site Plan$0$SP-BOLLARDS,(color 0 255 255),1.1051e+07,8.4879e+06,0.0575392,false
Layer:Site Plan$0$SP-CALL BOX,SplineShape,Site Plan$0$SP-CALL BOX,(color 0 255 255),1.1047e+07,8.49057e+06,0.000340641,false
Layer:Site Plan$0$SP-PAVEMENT MARKINGS-YELLOW,SplineShape,Site Plan$0$SP-PAVEMENT MARKINGS-YELLOW,(color 152 152 152),1.10471e+07,8.48801e+06,-0.0234455,false
Layer:Site Plan$0$SP-RESIDENT PARKING,SplineShape,Site Plan$0$SP-RESIDENT PARKING,(color 0 41 165),1.10471e+07,8.4882e+06,-0.00311094,false
Layer:Site Plan$0$SP-CL,SplineShape,Site Plan$0$SP-CL,(color 255 0 0),1.10465e+07,8.48801e+06,-0.0769972,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10465e+07,8.48971e+06,2.27319e-05,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10465e+07,8.48971e+06,2.2557e-05,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10464e+07,8.48979e+06,2.27211e-05,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10464e+07,8.48979e+06,2.25462e-05,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10469e+07,8.49006e+06,3.01303e-05,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10469e+07,8.49012e+06,2.99554e-05,false
Block:Site Plan$0$K-05012  DP-LP 104 2011-03-11$0$ARROW,LinkComposite,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10473e+07,8.49017e+06,2.9815e-05,false
Layer:Site Plan$0$-u-site-parking_strip,SplineShape,Site Plan$0$-u-site-parking_strip,(color 0 255 255),1.10473e+07,8.49011e+06,2.96402e-05,false
Layer:Site Plan$0$SP-BIKE RACK,SplineShape,Site Plan$0$SP-BIKE RACK,(color 0 255 255),1.10461e+07,8.48667e+06,-0.000773735,false
Layer:Site Plan$0$-u-site-amenities,SplineShape,Site Plan$0$-u-site-amenities,(color 0 255 255),1.10465e+07,8.48695e+06,4.41931e-07,false
Layer:Site Plan$0$SP-PARKING-STRIPE,SplineShape,Site Plan$0$SP-PARKING-STRIPE,(color 152 152 152),1.10471e+07,8.4874e+06,0.0287661,false
Layer:Site Plan$0$SP-CURB,SplineShape,Site Plan$0$SP-CURB,(color 0 255 0),1.10466e+07,8.48793e+06,-0.000119184,false
Layer:Site Plan$0$-u-site-propline,SplineShape,Site Plan$0$-u-site-propline,(color 165 0 0),1.10471e+07,8.48792e+06,0.0,false
Layer:Site Plan$0$-u-site-bldg_interior,SplineShape,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10471e+07,8.48812e+06,0.728157,false
Layer:Site Plan$0$-u-site-bldg-slab,SplineShape,Site Plan$0$-u-site-bldg-slab,(color 255 0 255),1.10471e+07,8.48813e+06,-0.00310562,false
Layer:Site Plan$0$SP-BLDG-ROOF ABOVE,SplineShape,Site Plan$0$SP-BLDG-ROOF ABOVE,(color 0 255 255),1.10471e+07,8.48812e+06,-0.448616,false
Block:Site Plan$0$DR1H902,LinkComposite,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.1042e+07,8.49083e+06,0.0,false
Layer:Site Plan$0$-u-site-bldg_interior,SplineShape,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.1042e+07,8.49085e+06,0.0,false
Block:Site Plan$0$D26R,LinkComposite,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10416e+07,8.4909e+06,1.24612e-06,false
Layer:Site Plan$0$A-DOOR,SplineShape,Site Plan$0$A-DOOR,(color 186 186 186),1.10416e+07,8.49091e+06,1.24612e-06,false
Block:Site Plan$0$DR1H902,LinkComposite,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10421e+07,8.49057e+06,0.0,false
Layer:Site Plan$0$-u-site-bldg_interior,SplineShape,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10421e+07,8.49056e+06,-1.39893e-06,false
Block:Site Plan$0$D26R,LinkComposite,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10416e+07,8.49062e+06,0.0,false
Layer:Site Plan$0$A-DOOR,SplineShape,Site Plan$0$A-DOOR,(color 186 186 186),1.10416e+07,8.49063e+06,0.0,false
Block:Site Plan$0$DR1H902,LinkComposite,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10421e+07,8.48978e+06,0.0,false
Layer:Site Plan$0$-u-site-bldg_interior,SplineShape,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10421e+07,8.48977e+06,-1.39893e-06,false
Block:Site Plan$0$D26R,LinkComposite,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10417e+07,8.48971e+06,0.0,false
Layer:Site Plan$0$A-DOOR,SplineShape,Site Plan$0$A-DOOR,(color 186 186 186),1.10417e+07,8.4897e+06,1.39876e-06,false
Block:Site Plan$0$DR1H902,LinkComposite,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10422e+07,8.48951e+06,0.0,false
Layer:Site Plan$0$-u-site-bldg_interior,SplineShape,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10422e+07,8.48953e+06,0.0,false
Block:Site Plan$0$D26R,LinkComposite,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10417e+07,8.48946e+06,0.0,false
Layer:Site Plan$0$A-DOOR,SplineShape,Site Plan$0$A-DOOR,(color 186 186 186),1.10416e+07,8.48944e+06,1.39876e-06,false
Block:Site Plan$0$DR1H902,LinkComposite,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.1042e+07,8.48925e+06,0.0,false
Layer:Site Plan$0$-u-site-bldg_interior,SplineShape,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.1042e+07,8.48924e+06,-1.39893e-06,false
Block:Site Plan$0$D26R,LinkComposite,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10416e+07,8.48918e+06,0.0,false
Layer:Site Plan$0$A-DOOR,SplineShape,Site Plan$0$A-DOOR,(color 186 186 186),1.10416e+07,8.48917e+06,1.39876e-06,false
Block:Site Plan$0$DR1H902,LinkComposite,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10421e+07,8.4903e+06,0.0,false
Layer:Site Plan$0$-u-site-bldg_interior,SplineShape,Site Plan$0$-u-site-bldg_interior,(color 152 152 152),1.10421e+07,8.49032e+06,0.0,false
Block:Site Plan$0$A$C11AE1C12,LinkComposite,Site Plan$0$A-HVAC-EXT,(color 186 186 186),1.10422e+07,8.4909e+06,0.0,false
Layer:Site Plan$0$A-HVAC-EXT,SplineShape,Site Plan$0$A-HVAC-EXT,(color 186 186 186),1.10422e+07,8.49088e+06,0.0,false
Block:Site Plan$0$A$C05C92244,LinkComposite,Site Plan$0$-u-site-fence,(color 0 255 255),1.10422e+07,8.49092e+06,0.0,false
Layer:Site Plan$0$A-DOOR-EXT_WINDOWS,SplineShape,Site Plan$0$A-DOOR-EXT_WINDOWS,(color 186 186 186),1.10422e+07,8.49094e+06,-1.39876e-06,false
Block:Site Plan$0$A$C05C92244,LinkComposite,Site Plan$0$-u-site-fence,(color 0 255 255),1.10422e+07,8.49053e+06,0.0,false
Layer:Site Plan$0$A-DOOR-EXT_WINDOWS,SplineShape,Site Plan$0$A-DOOR-EXT_WINDOWS,(color 186 186 186),1.10422e+07,8.49055e+06,0.0,false
Layer:Site Plan$0$SP-BUILDING-FOOTPRINT,SplineShape,Site Plan$0$SP-BUILDING-FOOTPRINT,(color 255 255 255),1.10471e+07,8.48812e+06,0.497085,false
Block:Site Plan$0$A$C11AE1C12,LinkComposite,Site Plan$0$A-HVAC-EXT,(color 186 186 186),1.10422e+07,8.49045e+06,0.0,false
Layer:Site Plan$0$A-HVAC-EXT,SplineShape,Site Plan$0$A-HVAC-EXT,(color 186 186 186),1.10422e+07,8.49047e+06,-1.5545e-06,false
Block:Site Plan$0$A$C11AE1C12,LinkComposite,Site Plan$0$A-HVAC-EXT,(color 186 186 186),1.10422e+07,8.49043e+06,0.0,false
Layer:Site Plan$0$A-HVAC-EXT,SplineShape,Site Plan$0$A-HVAC-EXT,(color 186 186 186),1.10422e+07,8.49041e+06,0.0,false
Block:Site Plan$0$A$C05C92244,LinkComposite,Site Plan$0$-u-site-fence,(color 0 255 255),1.10422e+07,8.49034e+06,0.0,false
Layer:Site Plan$0$A-DOOR-EXT_WINDOWS,SplineShape,Site Plan$0$A-DOOR-EXT_WINDOWS,(color 186 186 186),1.10422e+07,8.49033e+06,-1.39876e-06,false
Block:Site Plan$0$A$C11AE1C12,LinkComposite,Site Plan$0$A-HVAC-EXT,(color 186 186 186),1.10422e+07,8.48994e+06,0.0,false
