name,class,layer,wirecolor,x,y,z,isGroupHead
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10443e+07,8.49022e+06,8.25415e-05,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10443e+07,8.49025e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10443e+07,8.49025e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10443e+07,8.49025e+06,8.25415e-05,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10432e+07,8.49033e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10432e+07,8.49033e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10432e+07,8.49033e+06,8.25415e-05,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10431e+07,8.49033e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10431e+07,8.49033e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10431e+07,8.49033e+06,8.25415e-05,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10431e+07,8.49033e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10431e+07,8.49033e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10431e+07,8.49033e+06,8.25415e-05,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10431e+07,8.49033e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10431e+07,8.49033e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10431e+07,8.49033e+06,8.25415e-05,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10431e+07,8.49035e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10431e+07,8.49035e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10431e+07,8.49035e+06,8.25415e-05,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10431e+07,8.49037e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10431e+07,8.49037e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10431e+07,8.49037e+06,8.25415e-05,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10431e+07,8.49039e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10431e+07,8.49039e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10431e+07,8.49039e+06,8.25415e-05,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10431e+07,8.49041e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10431e+07,8.49041e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10431e+07,8.49041e+06,8.25415e-05,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10431e+07,8.49041e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10431e+07,8.49041e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10431e+07,8.49041e+06,8.25415e-05,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10431e+07,8.49041e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10431e+07,8.49041e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10431e+07,8.49041e+06,8.25415e-05,false
Layer:x-RL TH5-LP Block$0$-u-site-no_plot,SplineShape,x-RL TH5-LP Block$0$-u-site-no_plot,(color 186 186 186),1.10437e+07,8.49116e+06,8.25415e-05,false
Block:x-RL TH5-LP Block,LinkComposite,-u-site-xref,(color 255 255 255),1.10437e+07,8.50379e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LP-SHAR-BRDR-CONT,SplineShape,x-RL TH5-LP Block$0$LP-SHAR-BRDR-CONT,(color 186 186 186),1.10418e+07,8.48821e+06,0.0,false
Block:x-RL TH5-LP Block$0$TREE-SIMP-021,LinkComposite,x-RL TH5-LP Block$0$LP-TREE,(color 186 186 186),1.10414e+07,8.48844e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-TREE-050M,SplineShape,x-RL TH5-LP Block$0$LK-TREE-050M,(color 186 186 186),1.10414e+07,8.48845e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-TREE-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-TREE-TRNK,(color 186 186 186),1.10414e+07,8.48844e+06,0.0,false
Layer:x-RL TH5-LP Block$0$L-002,SplineShape,x-RL TH5-LP Block$0$L-002,(color 186 186 186),1.10417e+07,8.48817e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-121,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10414e+07,8.48768e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10414e+07,8.48768e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10414e+07,8.48768e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-013M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-013M,(color 186 186 186),1.10414e+07,8.48768e+06,0.0,false
Block:x-RL TH5-LP Block$0$TREE-SIMP-024,LinkComposite,x-RL TH5-LP Block$0$LP-TREE,(color 186 186 186),1.10414e+07,8.48775e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-TREE-050M,SplineShape,x-RL TH5-LP Block$0$LK-TREE-050M,(color 186 186 186),1.10414e+07,8.48775e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-TREE-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-TREE-TRNK,(color 186 186 186),1.10414e+07,8.48775e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-121,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10414e+07,8.48873e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10414e+07,8.48873e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10414e+07,8.48873e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-013M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-013M,(color 186 186 186),1.10414e+07,8.48873e+06,0.0,false
Block:x-RL TH5-LP Block$0$TREE-SIMP-024,LinkComposite,x-RL TH5-LP Block$0$LP-TREE,(color 186 186 186),1.10414e+07,8.48865e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-TREE-050M,SplineShape,x-RL TH5-LP Block$0$LK-TREE-050M,(color 186 186 186),1.10414e+07,8.48865e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-TREE-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-TREE-TRNK,(color 186 186 186),1.10414e+07,8.48865e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-421,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10414e+07,8.48839e+06,-0.0102565,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10414e+07,8.48839e+06,-0.0102565,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10414e+07,8.48839e+06,-0.0102565,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-421,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10414e+07,8.4882e+06,-0.0102565,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10414e+07,8.4882e+06,-0.0102565,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10414e+07,8.4882e+06,-0.0102565,false
Block:x-RL TH5-LP Block$0$TREE-DCID-003,LinkComposite,x-RL TH5-LP Block$0$LP-TREE,(color 186 186 186),1.10414e+07,8.48812e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-TREE-035M,SplineShape,x-RL TH5-LP Block$0$LK-TREE-035M,(color 186 186 186),1.10414e+07,8.48811e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-TREE-050M,SplineShape,x-RL TH5-LP Block$0$LK-TREE-050M,(color 186 186 186),1.10414e+07,8.48812e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-TREE-013M,SplineShape,x-RL TH5-LP Block$0$LK-TREE-013M,(color 186 186 186),1.10414e+07,8.48812e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-TREE-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-TREE-TRNK,(color 186 186 186),1.10414e+07,8.48812e+06,0.0,false
Block:x-RL TH5-LP Block$0$TREE-SIMP-021,LinkComposite,x-RL TH5-LP Block$0$LP-TREE,(color 186 186 186),1.10414e+07,8.48791e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-TREE-050M,SplineShape,x-RL TH5-LP Block$0$LK-TREE-050M,(color 186 186 186),1.10414e+07,8.48792e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-TREE-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-TREE-TRNK,(color 186 186 186),1.10414e+07,8.48791e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10421e+07,8.48841e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10421e+07,8.48841e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10421e+07,8.48841e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10421e+07,8.48806e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10421e+07,8.48806e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10421e+07,8.48806e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10423e+07,8.48757e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10423e+07,8.48757e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10423e+07,8.48757e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10423e+07,8.48886e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10423e+07,8.48886e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10423e+07,8.48886e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10422e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10422e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10422e+07,8.48807e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10422e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10422e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10422e+07,8.48807e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10422e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10422e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10422e+07,8.48807e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10422e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10422e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10422e+07,8.48807e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10423e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10423e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10423e+07,8.48807e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10421e+07,8.48875e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10421e+07,8.48875e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10421e+07,8.48875e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10422e+07,8.48861e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10422e+07,8.48861e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10422e+07,8.48861e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10423e+07,8.48861e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10423e+07,8.48861e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10423e+07,8.48861e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10423e+07,8.48861e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10423e+07,8.48861e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10423e+07,8.48861e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10423e+07,8.48861e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10423e+07,8.48861e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10423e+07,8.48861e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10423e+07,8.48782e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10423e+07,8.48782e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10423e+07,8.48782e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10423e+07,8.48782e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10423e+07,8.48782e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10423e+07,8.48782e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10423e+07,8.48782e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10423e+07,8.48782e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10423e+07,8.48782e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10423e+07,8.48782e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10423e+07,8.48782e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10423e+07,8.48782e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10423e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10423e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10423e+07,8.48807e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-003,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10423e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10423e+07,8.48807e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10423e+07,8.48807e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10421e+07,8.48839e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10421e+07,8.48839e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10421e+07,8.48839e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10421e+07,8.48837e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10421e+07,8.48837e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10421e+07,8.48837e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10421e+07,8.48834e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10421e+07,8.48834e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10421e+07,8.48834e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10421e+07,8.48832e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10421e+07,8.48832e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10421e+07,8.48832e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10421e+07,8.4883e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10421e+07,8.4883e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10421e+07,8.4883e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10421e+07,8.48827e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-035M,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10421e+07,8.48827e+06,0.0,false
Layer:x-RL TH5-LP Block$0$LK-SHRB-TRNK,SplineShape,x-RL TH5-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10421e+07,8.48827e+06,0.0,false
Block:x-RL TH5-LP Block$0$SHRUB-LRG-241,LinkComposite,x-RL TH5-LP Block$0$LP-SHRB,(color 186 186 186),1.10421e+07,8.48804e+06,0.0,false
